,Config,Filename,Model,Name,Species,Citations
36,"['pair_style vashishta\n', 'pair_coeff * * SiO.1994.vashishta Si O\n']",['potential_LAMMPS/1994--Nakano-A--Si-O--LAMMPS--ipr1/SiO.1994.vashishta'],NISTiprpy,1994--Nakano-A--Si-O--LAMMPS--ipr1,"['Si', 'O']","[{'Nakano_1994': {'title': 'First sharp diffraction peak and intermediate-range order in amorphous silica: finite-size effects in molecular dynamics simulations', 'journal': 'Journal of Non-Crystalline Solids', 'volume': '171', 'pages': '157--163', 'number': '2', 'doi': '10.1016/0022-3093(94)90351-4', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2F0022-3093%2894%2990351-4', 'year': '1994', 'author': ['Aiichiro Nakano', 'Rajiv K. Kalia', 'Priya Vashishta']}}]"
37,"['pair_style tersoff\n', 'pair_coeff * * 1994_SiC.tersoff Si C\n']",['potential_LAMMPS/1994--Tersoff-J--Si-C--LAMMPS--ipr1/1994_SiC.tersoff'],NISTiprpy,1994--Tersoff-J--Si-C--LAMMPS--ipr1,"['Si', 'C']","[{'Tersoff_1994': {'title': 'Chemical order in amorphous silicon carbide', 'journal': 'Physical Review B', 'volume': '49', 'pages': '16349--16352', 'number': '23', 'doi': '10.1103/physrevb.49.16349', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.49.16349', 'year': '1994', 'author': ['J. Tersoff']}}]"
38,"['pair_style eam/fs\n', 'pair_coeff * * Zr.eam.fs Zr\n']",['potential_LAMMPS/1995--Ackland-G-J--Zr--LAMMPS--ipr1/Zr.eam.fs'],NISTiprpy,1995--Ackland-G-J--Zr--LAMMPS--ipr1,['Zr'],"[{'Ackland_1995': {'title': 'Defect, surface and displacement-threshold properties of α-zirconium simulated with a many-body potential', 'journal': 'Philosophical Magazine A', 'volume': '71', 'pages': '553--565', 'number': '3', 'doi': '10.1080/01418619508244468', 'publisher': 'Informa UK Limited', 'url': 'https://doi.org/10.1080%2F01418619508244468', 'year': '1995', 'author': ['G. J. Ackland', 'S. J. Wooding', 'D. J. Bacon']}}]"
39,"['pair_style eam/alloy\n', 'pair_coeff * * NiAlH_jea.eam.alloy Ni Al H\n']",['potential_LAMMPS/1995--Angelo-J-E--Ni-Al-H--LAMMPS--ipr1/NiAlH_jea.eam.alloy'],NISTiprpy,1995--Angelo-J-E--Ni-Al-H--LAMMPS--ipr1,"['Ni', 'Al', 'H']","[{'Angelo_1995': {'title': 'Trapping of hydrogen to lattice defects in nickel', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '3', 'pages': '289--307', 'number': '3', 'doi': '10.1088/0965-0393/3/3/001', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F3%2F3%2F001', 'year': '1995', 'author': ['J E Angelo', 'N R Moody', 'M I Baskes']}}]"
40,"['pair_style eam/alloy\n', 'pair_coeff * * Farkas_Nb-Ti-Al_1996.eam.alloy Nb Ti Al\n']",['potential_LAMMPS/1996--Farkas-D--Nb-Ti-Al--LAMMPS--ipr1/Farkas_Nb-Ti-Al_1996.eam.alloy'],NISTiprpy,1996--Farkas-D--Nb-Ti-Al--LAMMPS--ipr1,"['Nb', 'Ti', 'Al']","[{'Farkas_1996': {'title': 'Interatomic potentials for ternary Nb - Ti - Al alloys', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '4', 'pages': '23--32', 'number': '1', 'doi': '10.1088/0965-0393/4/1/004', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F4%2F1%2F004', 'year': '1996', 'author': ['Diana Farkas', 'Chris Jones']}}]"
41,"['pair_style eam/fs\n', 'pair_coeff * * Fe.eam.fs Fe\n']",['potential_LAMMPS/1997--Ackland-G-J--Fe--LAMMPS--ipr1/Fe.eam.fs'],NISTiprpy,1997--Ackland-G-J--Fe--LAMMPS--ipr1,['Fe'],"[{'Ackland_1997': {'title': 'Computer simulation of point defect properties in dilute Fe-Cu alloy using a many-body interatomic potential', 'journal': 'Philosophical Magazine A', 'volume': '75', 'pages': '713--732', 'number': '3', 'doi': '10.1080/01418619708207198', 'publisher': 'Informa UK Limited', 'url': 'https://doi.org/10.1080%2F01418619708207198', 'year': '1997', 'author': ['G. J. Ackland', 'D. J. Bacon', 'A. F. Calder', 'T. Harry']}}]"
42,"['pair_style vashishta\n', 'pair_coeff * * SiO.1997.vashishta Si O\n']",['potential_LAMMPS/1997--Broughton-J-Q--Si-O--LAMMPS--ipr1/SiO.1997.vashishta'],NISTiprpy,1997--Broughton-J-Q--Si-O--LAMMPS--ipr1,"['Si', 'O']","[{'Broughton_1997': {'title': 'Direct atomistic simulation of quartz crystal oscillators: Bulk properties and nanoscale devices', 'journal': 'Physical Review B', 'volume': '56', 'pages': '611--618', 'number': '2', 'doi': '10.1103/physrevb.56.611', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.56.611', 'year': '1997', 'author': ['Jeremy Q. Broughton', 'Christopher A. Meli', 'Priya Vashishta', 'Rajiv K. Kalia']}}]"
43,"['pair_style eam/alloy\n', 'pair_coeff * * mg-al-set.eam.alloy Al Mg\n']",['potential_LAMMPS/1997--Liu-X-Y--Al-Mg--LAMMPS--ipr1/mg-al-set.eam.alloy'],NISTiprpy,1997--Liu-X-Y--Al-Mg--LAMMPS--ipr1,"['Al', 'Mg']","[{'Liu_1997': {'title': 'Anisotropic surface segregation in Al-Mg alloys', 'journal': 'Surface Science', 'volume': '373', 'pages': '357--370', 'number': '2-3', 'doi': '10.1016/s0039-6028(96)01154-5', 'publisher': 'Elsevier BV', 'year': '1997', 'author': ['Xiang-Yang Liu', 'P.P. Ohotnicky', 'J.B. Adams', 'C.Lane Rohrer', 'R.W. Hyland']}}]"
44,"['pair_style tersoff/zbl\n', 'pair_coeff * * SiC.tersoff.zbl Si C\n']",['potential_LAMMPS/1998--Devanathan-R--Si-C--LAMMPS--ipr1/SiC.tersoff.zbl'],NISTiprpy,1998--Devanathan-R--Si-C--LAMMPS--ipr1,"['Si', 'C']","[{'Devanathan_1998': {'title': 'Displacement threshold energies in β-SiC', 'journal': 'Journal of Nuclear Materials', 'volume': '253', 'pages': '47--52', 'number': '1-3', 'doi': '10.1016/s0022-3115(97)00304-8', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fs0022-3115%2897%2900304-8', 'year': '1998', 'author': ['R. Devanathan', 'T. Diaz de la Rubia', 'W.J. Weber']}}]"
45,"['pair_style edip\n', 'pair_coeff * * Si.edip Si\n']",['potential_LAMMPS/1998--Justo-J-F--Si--LAMMPS--ipr1/Si.edip'],NISTiprpy,1998--Justo-J-F--Si--LAMMPS--ipr1,['Si'],"[{'Justo_1998': {'title': 'Interatomic potential for silicon defects and disordered phases', 'journal': 'Physical Review B', 'volume': '58', 'pages': '2539--2550', 'number': '5', 'doi': '10.1103/physrevb.58.2539', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.58.2539', 'year': '1998', 'author': ['João F. Justo', 'Martin Z. Bazant', 'Efthimios Kaxiras', 'V. V. Bulatov', 'Sidney Yip']}}]"
46,"['pair_style eam/alloy\n', 'pair_coeff * * almg.liu.eam.alloy Al Mg\n']",['potential_LAMMPS/1998--Liu-X-Y--Al-Mg--LAMMPS--ipr1/almg.liu.eam.alloy'],NISTiprpy,1998--Liu-X-Y--Al-Mg--LAMMPS--ipr1,"['Al', 'Mg']","[{'Liu_1998': {'title': 'Grain-boundary segregation in Al-10%Mg alloys at hot working temperatures', 'journal': 'Acta Materialia', 'volume': '46', 'pages': '3467--3476', 'number': '10', 'doi': '10.1016/s1359-6454(98)00038-x', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fs1359-6454%2898%2900038-x', 'year': '1998', 'author': ['X.-Y. Liu', 'J.B. Adams']}}]"
47,"['pair_style eam\n', 'pair_coeff 1 1 Fe_MeyerEntel.eam\n']",['potential_LAMMPS/1998--Meyer-R--Fe--LAMMPS--ipr1/Fe_MeyerEntel.eam'],NISTiprpy,1998--Meyer-R--Fe--LAMMPS--ipr1,['Fe'],"[{'Meyer_1998': {'title': 'Martensite-austenite transition and phonon dispersion curves of Fe<sub>1-x</sub>Ni<sub>x</sub> studied by molecular-dynamics simulations', 'journal': 'Physical Review B', 'volume': '57', 'pages': '5140--5147', 'number': '9', 'doi': '10.1103/physrevb.57.5140', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.57.5140', 'year': '1998', 'author': ['R. Meyer', 'P. Entel']}}]"
48,"['pair_style eam/alloy\n', 'pair_coeff * * al-cu-set.eam.alloy Al Cu\n']",['potential_LAMMPS/1999--Liu-X-Y--Al-Cu--LAMMPS--ipr1/al-cu-set.eam.alloy'],NISTiprpy,1999--Liu-X-Y--Al-Cu--LAMMPS--ipr1,"['Al', 'Cu']","[{'Liu_1999': {'title': ""A new investigation of copper's role in enhancing Al-Cu interconnect electromigration resistance from an atomistic view"", 'journal': 'Acta Materialia', 'volume': '47', 'pages': '3227--3231', 'number': '11', 'doi': '10.1016/s1359-6454(99)00186-x', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fs1359-6454%2899%2900186-x', 'year': '1999', 'author': ['X.-Y. Liu', 'C.-L. Liu', 'L.J. Borucki']}}]"
49,"['pair_style eam/alloy\n', 'pair_coeff * * Al99.eam.alloy Al\n']",['potential_LAMMPS/1999--Mishin-Y--Al--LAMMPS--ipr1/Al99.eam.alloy'],NISTiprpy,1999--Mishin-Y--Al--LAMMPS--ipr1,['Al'],"[{'Mishin_1999': {'title': 'Interatomic potentials for monoatomic metals from experimental data and ab initio calculations', 'journal': 'Physical Review B', 'volume': '59', 'pages': '3393--3407', 'number': '5', 'doi': '10.1103/physrevb.59.3393', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.59.3393', 'year': '1999', 'author': ['Y. Mishin', 'D. Farkas', 'M. J. Mehl', 'D. A. Papaconstantopoulos']}}]"
50,"['pair_style eam/alloy\n', 'pair_coeff * * Ni99.eam.alloy Ni\n']",['potential_LAMMPS/1999--Mishin-Y--Ni--LAMMPS--ipr1/Ni99.eam.alloy'],NISTiprpy,1999--Mishin-Y--Ni--LAMMPS--ipr1,['Ni'],"[{'Mishin_1999': {'title': 'Interatomic potentials for monoatomic metals from experimental data and ab initio calculations', 'journal': 'Physical Review B', 'volume': '59', 'pages': '3393--3407', 'number': '5', 'doi': '10.1103/physrevb.59.3393', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.59.3393', 'year': '1999', 'author': ['Y. Mishin', 'D. Farkas', 'M. J. Mehl', 'D. A. Papaconstantopoulos']}}]"
51,"['pair_style eam/alloy\n', 'pair_coeff * * alpb-setfl.eam.alloy Al Pb\n']",['potential_LAMMPS/2000--Landa-A--Al-Pb--LAMMPS--ipr1/alpb-setfl.eam.alloy'],NISTiprpy,2000--Landa-A--Al-Pb--LAMMPS--ipr1,"['Al', 'Pb']","[{'Landa_2000': {'title': 'Development of glue-type potentials for the Al-Pb system: phase diagram calculation', 'journal': 'Acta Materialia', 'volume': '48', 'pages': '1753--1761', 'number': '8', 'doi': '10.1016/s1359-6454(00)00002-1', 'publisher': 'Elsevier BV', 'year': '2000', 'author': ['A. Landa', 'P. Wynblatt', 'D.J. Siegel', 'J.B. Adams', 'O.N. Mryasov', 'X.-Y. Liu']}}, {'2000': {'title': 'Development of glue-type potentials for the Al–Pb system: phase diagram calculation', 'journal': 'Acta Materialia', 'volume': '48', 'pages': '3621', 'number': '13', 'doi': '10.1016/s1359-6454(00)00158-0', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fs1359-6454%2800%2900158-0', 'year': '2000', 'author': ['A. Landa', 'P. Wynblatt', 'D.J. Siegel', 'J.B. Adams', 'O.N. Mryasov', 'X.-Y. Liu']}}]"
52,"['pair_style meam/spline\n', 'pair_coeff * * Si_1.meam.spline Si\n']",['potential_LAMMPS/2000--Lenosky-T-J--Si--LAMMPS--ipr1/Si_1.meam.spline'],NISTiprpy,2000--Lenosky-T-J--Si--LAMMPS--ipr1,['Si'],"[{'Lenosky_2000': {'title': 'Highly optimized empirical potential model of silicon', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '8', 'pages': '825--841', 'number': '6', 'doi': '10.1088/0965-0393/8/6/305', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F8%2F6%2F305', 'year': '2000', 'author': ['Thomas J Lenosky', 'Babak Sadigh', 'Eduardo Alonso', 'Vasily V Bulatov', 'Tomas Diaz de la Rubia', 'Jeongnim Kim', 'Arthur F Voter', 'Joel D Kress']}}]"
53,"['pair_style eam/fs\n', 'pair_coeff * * MDSL.eam.fs Al\n']",['potential_LAMMPS/2000--Sturgeon-J-B--Al--LAMMPS--ipr1/MDSL.eam.fs'],NISTiprpy,2000--Sturgeon-J-B--Al--LAMMPS--ipr1,['Al'],"[{'Sturgeon_2000': {'title': 'Adjusting the melting point of a model system via Gibbs-Duhem integration: Application to a model of aluminum', 'journal': 'Physical Review B', 'volume': '62', 'pages': '14720--14727', 'number': '22', 'doi': '10.1103/physrevb.62.14720', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.62.14720', 'year': '2000', 'author': ['Jess B. Sturgeon', 'Brian B. Laird']}}]"
54,"['pair_style meam\n', 'pair_coeff * * library.meam Cr Cr.meam Cr\n']","['potential_LAMMPS/2001--Lee-B-J--Cr--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--Cr--LAMMPS--ipr1/Cr.meam']",NISTiprpy,2001--Lee-B-J--Cr--LAMMPS--ipr1,['Cr'],"[{'Lee_2001': {'title': 'Second nearest-neighbor modified embedded atom method potentials for bcc transition metals', 'journal': 'Physical Review B', 'volume': '64', 'pages': '184102', 'number': '18', 'doi': '10.1103/physrevb.64.184102', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.64.184102', 'year': '2001', 'author': ['Byeong-Joo Lee', 'M.I. Baskes', 'Hanchul Kim', 'Yang Koo Cho']}}]"
55,"['pair_style meam\n', 'pair_coeff * * library.meam Fe Fe.meam Fe\n']","['potential_LAMMPS/2001--Lee-B-J--Fe--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--Fe--LAMMPS--ipr1/Fe.meam']",NISTiprpy,2001--Lee-B-J--Fe--LAMMPS--ipr1,['Fe'],"[{'Lee_2001': {'title': 'Second nearest-neighbor modified embedded atom method potentials for bcc transition metals', 'journal': 'Physical Review B', 'volume': '64', 'pages': '184102', 'number': '18', 'doi': '10.1103/physrevb.64.184102', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.64.184102', 'year': '2001', 'author': ['Byeong-Joo Lee', 'M.I. Baskes', 'Hanchul Kim', 'Yang Koo Cho']}}]"
56,"['pair_style meam\n', 'pair_coeff * * library.meam Fe Cr FeCr.meam Fe Cr\n']","['potential_LAMMPS/2001--Lee-B-J--Fe-Cr--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--Fe-Cr--LAMMPS--ipr1/FeCr.meam']",NISTiprpy,2001--Lee-B-J--Fe-Cr--LAMMPS--ipr1,"['Fe', 'Cr']","[{'Lee_2001': {'title': 'A semi-empirical atomic potential for the Fe-Cr binary system', 'journal': 'Calphad', 'volume': '25', 'pages': '527--534', 'number': '4', 'doi': '10.1016/s0364-5916(02)00005-6', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fs0364-5916%2802%2900005-6', 'year': '2001', 'author': ['Byeong-Joo Lee', 'Jae-Hyeok Shim', 'Hyun Min Park']}}]"
57,"['pair_style meam\n', 'pair_coeff * * library.meam Mo Mo.meam Mo\n']","['potential_LAMMPS/2001--Lee-B-J--Mo--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--Mo--LAMMPS--ipr1/Mo.meam']",NISTiprpy,2001--Lee-B-J--Mo--LAMMPS--ipr1,['Mo'],"[{'Lee_2001': {'title': 'Second nearest-neighbor modified embedded atom method potentials for bcc transition metals', 'journal': 'Physical Review B', 'volume': '64', 'pages': '184102', 'number': '18', 'doi': '10.1103/physrevb.64.184102', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.64.184102', 'year': '2001', 'author': ['Byeong-Joo Lee', 'M.I. Baskes', 'Hanchul Kim', 'Yang Koo Cho']}}]"
58,"['pair_style meam\n', 'pair_coeff * * library.meam Nb Nb.meam Nb\n']","['potential_LAMMPS/2001--Lee-B-J--Nb--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--Nb--LAMMPS--ipr1/Nb.meam']",NISTiprpy,2001--Lee-B-J--Nb--LAMMPS--ipr1,['Nb'],"[{'Lee_2001': {'title': 'Second nearest-neighbor modified embedded atom method potentials for bcc transition metals', 'journal': 'Physical Review B', 'volume': '64', 'pages': '184102', 'number': '18', 'doi': '10.1103/physrevb.64.184102', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.64.184102', 'year': '2001', 'author': ['Byeong-Joo Lee', 'M.I. Baskes', 'Hanchul Kim', 'Yang Koo Cho']}}]"
59,"['pair_style meam\n', 'pair_coeff * * library.meam Ta Ta.meam Ta\n']","['potential_LAMMPS/2001--Lee-B-J--Ta--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--Ta--LAMMPS--ipr1/Ta.meam']",NISTiprpy,2001--Lee-B-J--Ta--LAMMPS--ipr1,['Ta'],"[{'Lee_2001': {'title': 'Second nearest-neighbor modified embedded atom method potentials for bcc transition metals', 'journal': 'Physical Review B', 'volume': '64', 'pages': '184102', 'number': '18', 'doi': '10.1103/physrevb.64.184102', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.64.184102', 'year': '2001', 'author': ['Byeong-Joo Lee', 'M.I. Baskes', 'Hanchul Kim', 'Yang Koo Cho']}}]"
60,"['pair_style meam\n', 'pair_coeff * * library.meam V V.meam V\n']","['potential_LAMMPS/2001--Lee-B-J--V--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--V--LAMMPS--ipr1/V.meam']",NISTiprpy,2001--Lee-B-J--V--LAMMPS--ipr1,['V'],"[{'Lee_2001': {'title': 'Second nearest-neighbor modified embedded atom method potentials for bcc transition metals', 'journal': 'Physical Review B', 'volume': '64', 'pages': '184102', 'number': '18', 'doi': '10.1103/physrevb.64.184102', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.64.184102', 'year': '2001', 'author': ['Byeong-Joo Lee', 'M.I. Baskes', 'Hanchul Kim', 'Yang Koo Cho']}}]"
61,"['pair_style meam\n', 'pair_coeff * * library.meam W W.meam W\n']","['potential_LAMMPS/2001--Lee-B-J--W--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2001--Lee-B-J--W--LAMMPS--ipr1/W.meam']",NISTiprpy,2001--Lee-B-J--W--LAMMPS--ipr1,['W'],"[{'Lee_2001': {'title': 'Second nearest-neighbor modified embedded atom method potentials for bcc transition metals', 'journal': 'Physical Review B', 'volume': '64', 'pages': '184102', 'number': '18', 'doi': '10.1103/physrevb.64.184102', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.64.184102', 'year': '2001', 'author': ['Byeong-Joo Lee', 'M.I. Baskes', 'Hanchul Kim', 'Yang Koo Cho']}}]"
62,"['pair_style eam/alloy\n', 'pair_coeff * * Cu01.eam.alloy Cu\n']",['potential_LAMMPS/2001--Mishin-Y--Cu-1--LAMMPS--ipr1/Cu01.eam.alloy'],NISTiprpy,2001--Mishin-Y--Cu-1--LAMMPS--ipr1,['Cu'],"[{'Mishin_2001': {'title': 'Structural stability and lattice defects in copper: Ab initio, tight-binding, and embedded-atom calculations', 'journal': 'Physical Review B', 'volume': '63', 'pages': '224106', 'number': '22', 'doi': '10.1103/physrevb.63.224106', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.63.224106', 'year': '2001', 'author': ['Y. Mishin', 'M. J. Mehl', 'D. A. Papaconstantopoulos', 'A. F. Voter', 'J. D. Kress']}}]"
63,"['pair_style tersoff\n', 'pair_coeff * * 2002_GaAs.tersoff Ga As\n']",['potential_LAMMPS/2002--Albe-K--Ga-As--LAMMPS--ipr1/2002_GaAs.tersoff'],NISTiprpy,2002--Albe-K--Ga-As--LAMMPS--ipr1,"['Ga', 'As']","[{'Albe_2002': {'title': 'Modeling of compound semiconductors: Analytical bond-order potential for Ga, As, and GaAs', 'journal': 'Physical Review B', 'volume': '66', 'pages': '035205', 'number': '3', 'doi': '10.1103/physrevb.66.035205', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.66.035205', 'year': '2002', 'author': ['Karsten Albe', 'Kai Nordlund', 'Janne Nord', 'Antti Kuronen']}}]"
64,"['pair_style eam/alloy\n', 'pair_coeff * * NiAl02.eam.alloy Ni Al\n']",['potential_LAMMPS/2002--Mishin-Y--Ni-Al--LAMMPS--ipr1/NiAl02.eam.alloy'],NISTiprpy,2002--Mishin-Y--Ni-Al--LAMMPS--ipr1,"['Ni', 'Al']","[{'Mishin_2002': {'title': 'Embedded-atom potential for B2-NiAl', 'journal': 'Physical Review B', 'volume': '65', 'pages': '224114', 'number': '22', 'doi': '10.1103/physrevb.65.224114', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.65.224114', 'year': '2002', 'author': ['Y. Mishin', 'M. J. Mehl', 'D. A. Papaconstantopoulos']}}]"
65,"['pair_style eam/fs\n', 'pair_coeff * * V.eam.fs V\n']",['potential_LAMMPS/2003--Han-S--V--LAMMPS--ipr1/V.eam.fs'],NISTiprpy,2003--Han-S--V--LAMMPS--ipr1,['V'],"[{'Han_2003': {'title': 'Interatomic potential for vanadium suitable for radiation damage simulations', 'journal': 'Journal of Applied Physics', 'volume': '93', 'pages': '3328--3335', 'number': '6', 'doi': '10.1063/1.1555275', 'publisher': 'AIP Publishing', 'url': 'https://doi.org/10.1063%2F1.1555275', 'year': '2003', 'author': ['Seungwu Han', 'Luis A. Zepeda-Ruiz', 'Graeme J. Ackland', 'Roberto Car', 'David J. Srolovitz']}}]"
66,"['pair_style eam/fs\n', 'pair_coeff * * W.eam.fs W\n']",['potential_LAMMPS/2003--Han-S--W--LAMMPS--ipr1/W.eam.fs'],NISTiprpy,2003--Han-S--W--LAMMPS--ipr1,['W'],"[{'Han_2003': {'title': 'Interatomic potential for vanadium suitable for radiation damage simulations', 'journal': 'Journal of Applied Physics', 'volume': '93', 'pages': '3328--3335', 'number': '6', 'doi': '10.1063/1.1555275', 'publisher': 'AIP Publishing', 'url': 'https://doi.org/10.1063%2F1.1555275', 'year': '2003', 'author': ['Seungwu Han', 'Luis A. Zepeda-Ruiz', 'Graeme J. Ackland', 'Roberto Car', 'David J. Srolovitz']}}]"
67,"['pair_style eam/alloy\n', 'pair_coeff * * pbcu.setfl Cu Pb\n']",['potential_LAMMPS/2003--Hoyt-J-J--Cu-Pb--LAMMPS--ipr1/pbcu.setfl'],NISTiprpy,2003--Hoyt-J-J--Cu-Pb--LAMMPS--ipr1,"['Cu', 'Pb']","[{'Hoyt_2003': {'title': 'An embedded atom method interatomic potential for the Cu-Pb system', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '11', 'pages': '287--299', 'number': '3', 'doi': '10.1088/0965-0393/11/3/302', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F11%2F3%2F302', 'year': '2003', 'author': ['J J Hoyt', 'J W Garvin', 'E B Webb', 'Mark Asta']}}]"
68,"['pair_style meam\n', 'pair_coeff * * library.meam Ag Ag.meam Ag\n']","['potential_LAMMPS/2003--Lee-B-J--Ag--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2003--Lee-B-J--Ag--LAMMPS--ipr1/Ag.meam']",NISTiprpy,2003--Lee-B-J--Ag--LAMMPS--ipr1,['Ag'],"[{'Lee_2003': {'title': 'Semiempirical atomic potentials for the fcc metals Cu, Ag, Au, Ni, Pd, Pt, Al, and Pb based on first and second nearest-neighbor modified embedded atom method', 'journal': 'Physical Review B', 'volume': '68', 'pages': '144112', 'number': '14', 'doi': '10.1103/physrevb.68.144112', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.68.144112', 'year': '2003', 'author': ['Byeong-Joo Lee', 'Jae-Hyeok Shim', 'M. I. Baskes']}}]"
