,Config,Filename,Model,Name,Species,Citations
771,"['pair_style kim MEAM_LAMMPS_ShimParkCho_2003_NiW__MO_500937681860_000\n', 'pair_coeff * * Ni W\n']",[],OPENKIM,MEAM_LAMMPS_ShimParkCho_2003_NiW__MO_500937681860_000,"['Ni', 'W']","[{'Jae-Hyeok_2003': {'title': 'Modified embedded-atom method calculation for the {N}i--{W} system', 'volume': '18', 'year': '2003', 'journal': 'Journal of materials research', 'doi': '10.1557/JMR.2003.0260', 'author': ['Shim, Jae-Hyeok ', ' Park, Sung Il ', ' Cho, Young Whan ', ' Lee, Byeong-Joo']}}]"
772,"['pair_style kim MEAM_LAMMPS_VellaChenStillinger_2017_Sn__MO_316045643888_000\n', 'pair_coeff * * Sn\n']",[],OPENKIM,MEAM_LAMMPS_VellaChenStillinger_2017_Sn__MO_316045643888_000,['Sn'],"[{'R._2017': {'title': 'Structural and dynamic properties of liquid tin from a new modified embedded-atom method force field', 'volume': '95', 'year': '2017', 'journal': 'Phys. Rev. B', 'doi': '10.1103/PhysRevB.95.064202', 'author': ['Vella, Joseph R. ', ' Chen, Mohan ', ' Stillinger, Frank H. ', ' Carter, Emily A. ', ' Debenedetti, Pablo G. ', ' Panagiotopoulos, Athanassios Z.']}}]"
773,"['pair_style kim MEAM_LAMMPS_Wagner_2007_Cu__MO_313717476091_000\n', 'pair_coeff * * Cu\n']",[],OPENKIM,MEAM_LAMMPS_Wagner_2007_Cu__MO_313717476091_000,['Cu'],[]
774,"['pair_style kim MEAM_LAMMPS_Wagner_2007_Ni__MO_444394830472_000\n', 'pair_coeff * * Ni\n']",[],OPENKIM,MEAM_LAMMPS_Wagner_2007_Ni__MO_444394830472_000,['Ni'],[]
775,"['pair_style kim MEAM_LAMMPS_Wagner_2007_SiC__MO_430846853065_000\n', 'pair_coeff * * Si C\n']",[],OPENKIM,MEAM_LAMMPS_Wagner_2007_SiC__MO_430846853065_000,"['Si', 'C']",[]
776,"['pair_style kim MEAM_LAMMPS_WangOhLee_2020_CuCo__MO_694335101831_000\n', 'pair_coeff * * Cu Co\n']",[],OPENKIM,MEAM_LAMMPS_WangOhLee_2020_CuCo__MO_694335101831_000,"['Cu', 'Co']","[{'Jaemin_2020': {'title': 'Second-nearest-neighbor modified embedded-atom method interatomic potential for {C}u-{M} ({M}\xa0=\xa0{C}o, {M}o) binary systems', 'volume': '178', 'year': '2020', 'journal': 'Computational Materials Science', 'doi': '10.1016/j.commatsci.2020.109627', 'author': ['Wang, Jaemin ', ' Oh, Sang-Ho ', ' Lee, Byeong-Joo']}}]"
777,"['pair_style kim MEAM_LAMMPS_WangOhLee_2020_CuCo__MO_849011491644_000\n', 'pair_coeff * * Cu Co\n']",[],OPENKIM,MEAM_LAMMPS_WangOhLee_2020_CuCo__MO_849011491644_000,"['Cu', 'Co']","[{'Jaemin_2020': {'title': 'Second-nearest-neighbor modified embedded-atom method interatomic potential for {C}u-{M} ({M}= {C}o, {M}o) binary systems', 'volume': '178', 'year': '2020', 'journal': 'Computational Materials Science', 'doi': '10.1016/j.commatsci.2020.109627', 'author': ['Wang, Jaemin ', ' Oh, Sang-Ho ', ' Lee, Byeong-Joo']}}]"
778,"['pair_style kim MEAM_LAMMPS_WangOhLee_2020_CuMo__MO_380272712420_000\n', 'pair_coeff * * Cu Mo\n']",[],OPENKIM,MEAM_LAMMPS_WangOhLee_2020_CuMo__MO_380272712420_000,"['Cu', 'Mo']","[{'Jaemin_2020': {'title': 'Second-nearest-neighbor modified embedded-atom method interatomic potential for {C}u-{M} ({M}= {C}o, {M}o) binary systems', 'volume': '178', 'year': '2020', 'journal': 'Computational Materials Science', 'doi': '10.1016/j.commatsci.2020.109627', 'author': ['Wang, Jaemin ', ' Oh, Sang-Ho ', ' Lee, Byeong-Joo']}}]"
779,"['pair_style kim MEAM_LAMMPS_WangOhLee_2020_CuMo__MO_486450342170_000\n', 'pair_coeff * * Cu Mo\n']",[],OPENKIM,MEAM_LAMMPS_WangOhLee_2020_CuMo__MO_486450342170_000,"['Cu', 'Mo']","[{'Jaemin_2020': {'title': 'Second-nearest-neighbor modified embedded-atom method interatomic potential for {C}u-{M} ({M}\xa0=\xa0{C}o, {M}o) binary systems', 'volume': '178', 'year': '2020', 'journal': 'Computational Materials Science', 'doi': '10.1016/j.commatsci.2020.109627', 'author': ['Wang, Jaemin ', ' Oh, Sang-Ho ', ' Lee, Byeong-Joo']}}]"
780,"['pair_style kim MEAM_LAMMPS_WuLeeSu_2017_NiCrFe__MO_912636107108_000\n', 'pair_coeff * * Ni Cr Fe\n']",[],OPENKIM,MEAM_LAMMPS_WuLeeSu_2017_NiCrFe__MO_912636107108_000,"['Ni', 'Cr', 'Fe']","[{'Changjun_2017': {'title': 'Modified embedded-atom interatomic potential for {F}e-{N}i, {C}r-{N}i and {F}e-{C}r-{N}i systems', 'volume': '57', 'year': '2017', 'journal': 'Calphad', 'doi': '10.1016/j.calphad.2017.03.007', 'author': ['Wu, Changjun ', ' Lee, Byeong-Joo ', ' Su, Xuping']}}]"
781,"['pair_style kim MEAM_LAMMPS_WuLeeSu_2017_NiCr__MO_880803040302_000\n', 'pair_coeff * * Ni Cr\n']",[],OPENKIM,MEAM_LAMMPS_WuLeeSu_2017_NiCr__MO_880803040302_000,"['Ni', 'Cr']","[{'Changjun_2017': {'title': 'Modified embedded-atom interatomic potential for {F}e-{N}i, {C}r-{N}i and {F}e-{C}r-{N}i systems', 'volume': '57', 'year': '2017', 'journal': 'Calphad', 'doi': '10.1016/j.calphad.2017.03.007', 'author': ['Wu, Changjun ', ' Lee, Byeong-Joo ', ' Su, Xuping']}}]"
782,"['pair_style kim MEAM_LAMMPS_WuLeeSu_2017_NiFe__MO_321233176498_000\n', 'pair_coeff * * Ni Fe\n']",[],OPENKIM,MEAM_LAMMPS_WuLeeSu_2017_NiFe__MO_321233176498_000,"['Ni', 'Fe']","[{'Changjun_2017': {'title': 'Modified embedded-atom interatomic potential for {F}e--{N}i, {C}r--{N}i and {F}e--{C}r--{N}i systems', 'volume': '57', 'year': '2017', 'journal': 'Calphad', 'doi': '10.1016/j.calphad.2017.03.007', 'author': ['Wu, Changjun ', ' Lee, Byeong-Joo ', ' Su, Xuping']}}]"
783,"['pair_style kim MEAM_LAMMPS_ZhangTrinkle_2016_TiO__MO_612732924171_000\n', 'pair_coeff * * Ti O\n']",[],OPENKIM,MEAM_LAMMPS_ZhangTrinkle_2016_TiO__MO_612732924171_000,"['Ti', 'O']","[{'P._2016': {'title': 'A modified embedded atom method potential for interstitial oxygen in titanium', 'volume': '124', 'year': '2016', 'journal': 'Computational Materials Science', 'doi': '10.1016/j.commatsci.2016.07.039', 'author': ['Zhang, P. ', ' Trinkle, D. R.']}}]"
784,"['pair_style kim MFF_MistriotisFlytzanisFarantos_1989_Si__MO_080526771943_001\n', 'pair_coeff * * Si\n']",[],OPENKIM,MFF_MistriotisFlytzanisFarantos_1989_Si__MO_080526771943_001,['Si'],"[{'D._1989': {'title': 'Potential model for silicon clusters', 'volume': '39', 'year': '1989', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.39.1212', 'author': ['Mistriotis, A. D. ', ' Flytzanis, N. ', ' Farantos, S. C.'], 'number': '2'}}]"
785,"['pair_style kim MJ_MorrisAgaLevashov_2008_Fe__MO_857282754307_003\n', 'pair_coeff * * Fe\n']",[],OPENKIM,MJ_MorrisAgaLevashov_2008_Fe__MO_857282754307_003,['Fe'],"[{'R._2008': {'title': 'Many-body effects in bcc metals: {A}n embedded atom model extension of the modified {J}ohnson pair potential for iron', 'volume': '77', 'year': '2008', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.77.174201', 'author': ['Morris, James R. ', ' Aga, Rachel S. ', ' Levashov, Valentin ', ' Egami, Takeshi'], 'number': '17'}}]"
786,"['pair_style kim Morse_EIP_GuthikondaElliott_2011_AuCd__MO_703849496106_002\n', 'pair_coeff * * Au Cd\n']",[],OPENKIM,Morse_EIP_GuthikondaElliott_2011_AuCd__MO_703849496106_002,"['Au', 'Cd']","[{'Suresh_2009': {'title': 'An effective interaction potential model for the shape memory alloy {AuCd}', 'volume': '21', 'year': '2009', 'journal': 'Continuum Mechanics and Thermodynamics', 'doi': '10.1007/s00161-009-0109-1', 'author': ['Guthikonda, Venkata Suresh ', ' Elliott, Ryan S.']}}, {'Suresh_2011': {'title': 'Erratum to: {A}n effective interaction potential model for the shape memory alloy {AuCd}', 'volume': '23', 'year': '2011', 'journal': 'Continuum Mechanics and Thermodynamics', 'doi': '10.1007/s00161-010-0169-2', 'author': ['Guthikonda, Venkata Suresh ', ' Elliott, Ryan S.']}}]"
787,"['pair_style kim Morse_QuinticSmoothed_Jelinek_1972_Ar__MO_908645784389_002\n', 'pair_coeff * * Ar\n']",[],OPENKIM,Morse_QuinticSmoothed_Jelinek_1972_Ar__MO_908645784389_002,['Ar'],"[{'E._1972': {'title': 'Properties of Crystalline Argon, Krypton, and Xenon Based Upon the {B}orn-{H}uang Method of Homogeneous Deformations. {III}. {T}he Low-Temperature Limit', 'volume': '5', 'year': '1972', 'journal': 'Physical Review B', 'doi': '10.1103/PhysRevB.5.3210', 'author': ['Jelinek, G. E.'], 'number': '8'}}]"
788,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ag__MO_111986436268_004\n', 'pair_coeff * * Ag\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ag__MO_111986436268_004,['Ag'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
789,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Al__MO_140175748626_004\n', 'pair_coeff * * Al\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Al__MO_140175748626_004,['Al'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
790,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ba__MO_676977998912_004\n', 'pair_coeff * * Ba\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ba__MO_676977998912_004,['Ba'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
791,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ca__MO_159753408472_004\n', 'pair_coeff * * Ca\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ca__MO_159753408472_004,['Ca'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
792,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cr__MO_859700307573_004\n', 'pair_coeff * * Cr\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cr__MO_859700307573_004,['Cr'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
793,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cs__MO_187111446479_004\n', 'pair_coeff * * Cs\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cs__MO_187111446479_004,['Cs'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
794,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cu__MO_151002396060_004\n', 'pair_coeff * * Cu\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Cu__MO_151002396060_004,['Cu'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
795,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Fe__MO_147603128437_004\n', 'pair_coeff * * Fe\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Fe__MO_147603128437_004,['Fe'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
796,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_K__MO_836927321152_004\n', 'pair_coeff * * K\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_K__MO_836927321152_004,['K'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
797,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Mo__MO_666830945336_004\n', 'pair_coeff * * Mo\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Mo__MO_666830945336_004,['Mo'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
798,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Na__MO_587469264453_004\n', 'pair_coeff * * Na\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Na__MO_587469264453_004,['Na'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
799,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ni__MO_381861218831_004\n', 'pair_coeff * * Ni\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Ni__MO_381861218831_004,['Ni'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
800,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Pb__MO_370271093517_004\n', 'pair_coeff * * Pb\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Pb__MO_370271093517_004,['Pb'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
801,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Rb__MO_908110223949_004\n', 'pair_coeff * * Rb\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Rb__MO_908110223949_004,['Rb'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
802,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Sr__MO_497591319122_004\n', 'pair_coeff * * Sr\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_Sr__MO_497591319122_004,['Sr'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
803,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959HighCutoff_W__MO_646516726498_004\n', 'pair_coeff * * W\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959HighCutoff_W__MO_646516726498_004,['W'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
804,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ag__MO_137719994600_004\n', 'pair_coeff * * Ag\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ag__MO_137719994600_004,['Ag'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
805,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Al__MO_411898953661_004\n', 'pair_coeff * * Al\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Al__MO_411898953661_004,['Al'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
806,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ba__MO_143487634619_004\n', 'pair_coeff * * Ba\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ba__MO_143487634619_004,['Ba'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
807,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ca__MO_887105884651_004\n', 'pair_coeff * * Ca\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ca__MO_887105884651_004,['Ca'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
808,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cr__MO_483480726117_004\n', 'pair_coeff * * Cr\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cr__MO_483480726117_004,['Cr'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
809,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cs__MO_256406354561_004\n', 'pair_coeff * * Cs\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cs__MO_256406354561_004,['Cs'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
810,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cu__MO_673777079812_004\n', 'pair_coeff * * Cu\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Cu__MO_673777079812_004,['Cu'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
811,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Fe__MO_331285495617_004\n', 'pair_coeff * * Fe\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Fe__MO_331285495617_004,['Fe'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
812,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_K__MO_749732139672_004\n', 'pair_coeff * * K\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_K__MO_749732139672_004,['K'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
813,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Mo__MO_228581001644_004\n', 'pair_coeff * * Mo\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Mo__MO_228581001644_004,['Mo'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
814,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Na__MO_707981543254_004\n', 'pair_coeff * * Na\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Na__MO_707981543254_004,['Na'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
815,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ni__MO_322509103239_004\n', 'pair_coeff * * Ni\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Ni__MO_322509103239_004,['Ni'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
816,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Pb__MO_534638645497_004\n', 'pair_coeff * * Pb\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Pb__MO_534638645497_004,['Pb'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
817,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Rb__MO_754498969542_004\n', 'pair_coeff * * Rb\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Rb__MO_754498969542_004,['Rb'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
818,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Sr__MO_801083489225_004\n', 'pair_coeff * * Sr\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_Sr__MO_801083489225_004,['Sr'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
819,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959LowCutoff_W__MO_489351836217_004\n', 'pair_coeff * * W\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959LowCutoff_W__MO_489351836217_004,['W'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
820,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ag__MO_861893969202_004\n', 'pair_coeff * * Ag\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ag__MO_861893969202_004,['Ag'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
821,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Al__MO_279544746097_004\n', 'pair_coeff * * Al\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Al__MO_279544746097_004,['Al'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
822,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ba__MO_229241184339_004\n', 'pair_coeff * * Ba\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ba__MO_229241184339_004,['Ba'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
823,"['pair_style kim Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ca__MO_562200212426_004\n', 'pair_coeff * * Ca\n']",[],OPENKIM,Morse_Shifted_GirifalcoWeizer_1959MedCutoff_Ca__MO_562200212426_004,['Ca'],"[{'A._1959': {'title': 'Application of the {M}orse Potential Function to Cubic Metals', 'volume': '114', 'year': '1959', 'journal': 'Physical Review', 'doi': '10.1103/PhysRev.114.687', 'author': ['Girifalco, L. A. ', ' Weizer, V. G.'], 'number': '3'}}]"
